,N_S,N_W,S_N,S_W,W_N,W_S
1242,24.136467,12.601837,37.129093,3.1539211,10.771444,3.369452
1243,24.567028,12.627525,37.72582,3.1554375,11.090458,3.4341602
1244,24.302397,12.424419,37.726547,3.2159913,11.099434,3.5144646
1245,24.706083,12.039173,38.17043,3.20911,11.368594,3.5527585
1246,24.816969,11.882769,37.95677,3.109386,11.419052,3.5637546
1247,25.112953,11.661887,37.81424,3.0078082,11.766053,3.7486348
1248,25.549461,11.634393,37.470764,2.959017,11.870655,3.840054
1249,26.145462,11.550869,37.38013,2.946844,12.119113,3.9668734
1250,26.151642,11.440418,37.53258,2.8112226,11.990093,4.060231
1251,26.537914,11.626546,37.95245,2.751555,11.983237,4.081063
1252,26.268003,11.726199,37.86607,2.7415771,11.7076235,4.1508484
1253,25.783102,11.833365,37.60204,2.6653469,11.341402,4.0632534
1254,26.64348,11.971886,37.995342,2.5519052,12.026288,3.9714808
1255,26.985643,12.252835,37.574802,2.420575,12.16337,3.9260054
1256,26.56952,12.557429,36.336582,2.3806248,12.099273,3.959426
1257,27.09906,12.992988,36.31306,2.542968,12.72949,3.9935863
1258,27.546852,13.600998,36.70665,2.5818155,13.211334,3.894212
1259,27.763422,14.079285,36.548412,2.644437,13.354392,3.9441688
1260,28.339012,14.356425,35.913548,2.6172073,13.402164,3.9412074
1261,28.562943,14.24778,35.53657,2.5354583,13.083237,4.1555285
1262,27.810638,13.799324,35.06644,2.4230783,12.580999,4.2459807
1263,29.106306,13.809681,35.842606,2.2974598,13.60617,4.2580724
1264,30.268723,14.447191,36.96941,2.2656732,14.5700865,4.3142056
1265,31.503395,14.925263,38.469814,2.249879,15.588619,4.4932666
1266,32.440197,14.770901,40.101093,2.340742,16.40761,4.6415577
1267,33.36856,14.822782,41.63663,2.4001389,17.22761,4.864989
1268,34.064518,14.778823,43.068417,2.6304252,17.489658,4.9745846
1269,34.024765,14.613292,43.269924,2.6614318,17.142378,5.215441
1270,33.959183,14.578793,44.215706,2.7147186,17.16522,5.7025924
1271,33.454636,14.603325,44.242382,2.9735665,16.58554,5.8849263
1272,34.457756,14.895669,44.980885,3.1516712,17.634306,5.774879
1273,34.63637,15.070531,44.91411,3.326401,17.801306,6.0120435
1274,33.41599,15.23349,43.936794,3.9624116,17.44782,5.963582
1275,32.79579,15.416277,43.459187,4.4873905,17.451456,6.1108565
1276,32.689693,15.538634,43.815704,4.739869,17.814272,6.104026
1277,31.596151,16.007307,43.54021,4.800609,17.37822,5.8597507
1278,31.209513,16.760931,43.263027,4.9621153,17.158247,5.827692
1279,30.30067,17.17789,43.149975,4.8266635,16.603655,5.984837
1280,29.999163,17.50309,43.363194,4.636432,16.559723,6.042254
1281,31.216625,17.88633,44.40481,4.532247,17.71812,5.9396152
1282,31.343552,18.090193,45.049713,4.4337687,17.877592,5.6095624
1283,31.151329,18.058477,45.36339,4.2938447,17.754063,5.4804993
1284,30.648102,17.663239,44.582184,4.0827036,17.033707,5.3796105
1285,30.608622,17.439648,44.30019,3.951232,16.608393,5.460971
1286,30.131372,17.096096,43.73226,3.712132,15.924,5.448214
1287,31.093695,17.153204,44.1147,3.4795518,16.66919,5.23691
1288,31.36108,17.381626,43.505466,3.2118442,16.607878,5.1521764
1289,30.577606,17.859283,42.261547,3.045321,16.065573,5.369886
1290,29.300581,17.87151,40.248493,2.9526372,15.20326,5.348684
1291,27.93098,18.019058,38.38133,2.9153395,14.191536,5.3813915
1292,26.07038,17.756407,36.26982,2.7635136,13.208429,5.343807
1293,24.69514,17.023756,33.908398,2.6503136,13.004745,5.1220946
1294,23.280527,16.126402,31.664534,2.5647566,12.531536,4.771181
1295,22.146095,15.5106125,29.770142,2.5484173,12.273175,4.4766283
1296,21.012253,14.876619,27.876148,2.4321744,12.121576,4.3238497
1297,19.682615,14.073851,26.078938,2.3061192,11.828609,4.1293297
1298,18.641624,13.702088,24.833637,2.1797495,11.393601,3.851883
1299,17.87926,13.885328,23.883787,2.015334,10.889434,3.609094
1300,17.248592,14.103168,22.883358,1.8810335,10.403091,3.3991356
1301,16.625397,14.318939,22.08908,1.8190861,9.913788,3.3507915
1302,16.524443,15.011453,21.775675,1.7602143,9.726183,3.6149871
1303,16.601639,15.36729,21.31172,1.6657104,9.499953,3.6384885
1304,16.880726,15.671916,20.79484,1.5952275,9.2326975,3.6378725
1305,17.138603,16.15894,20.49571,1.633566,8.991154,3.6189902
1306,16.892092,16.166292,20.206944,1.646824,9.010646,3.5088882
1307,16.539669,15.856104,19.671738,1.6461594,8.947827,3.3505073
1308,16.229416,15.830095,19.574759,1.5938004,8.83544,3.1706362
1309,15.804733,15.32909,19.162346,1.5526757,8.772921,2.9570167
1310,16.027456,14.861646,19.506485,1.655662,9.081989,2.8018866
1311,16.403238,14.364979,19.388699,1.709213,9.192675,2.688948
1312,16.883696,13.880206,18.992409,1.6828861,9.195006,2.7339766
1313,17.53345,13.651711,19.008987,1.6100081,9.091263,2.8316846
1314,17.9995,13.45,18.978128,1.5980321,8.961385,2.8719618
1315,18.919964,13.409,19.39319,1.5390441,9.258886,2.8757243
1316,19.37127,13.446225,19.486198,1.5401202,9.35107,3.0355086
1317,19.647045,13.79204,19.62318,1.5814636,9.333113,3.0305495
1318,19.978956,14.43402,20.386333,1.6485746,9.391514,3.0415516
1319,20.646374,15.06824,20.896555,1.6820374,9.610844,3.060045
1320,21.038307,15.401728,21.121183,1.6921859,9.637429,3.2206578
1321,20.86669,15.231518,21.040686,1.6866093,9.557057,3.278459
1322,21.573477,15.428608,21.453989,1.8541234,10.060536,3.2725112
1323,21.784876,14.933362,21.431843,2.0336263,10.245876,3.2699637
1324,22.028818,14.830304,21.816355,2.069985,10.545899,3.314044
1325,21.825779,14.548581,22.235188,2.0582938,10.574644,3.5846288
1326,21.534815,14.256568,22.41807,2.0160568,10.415093,4.0439377
1327,21.133217,13.661687,22.618986,2.0056007,10.380467,4.5489154
1328,21.14293,12.934846,23.053144,2.0629787,10.454515,5.0048504
1329,21.33215,12.73567,23.513323,2.0192587,10.471138,5.4101768
1330,21.720934,12.418021,24.010147,1.9604963,10.61054,5.5605993
1331,22.38343,12.013804,24.64509,1.8506389,10.9156,5.545503
1332,22.649727,11.713143,24.96608,1.7584636,11.144728,5.376173
1333,23.099262,11.742686,25.37561,1.6830535,11.313624,5.263222
1334,24.132128,12.186222,26.373188,1.6685019,11.669144,5.344174
1335,25.298712,12.459889,27.694618,2.0180998,12.0851145,5.2414026
1336,25.677067,12.380811,28.21617,2.2542825,12.064753,5.0342307
1337,25.641016,12.02508,28.72874,2.5084467,12.028864,4.7301693
1338,25.371588,11.494358,28.627861,2.6087074,11.88272,4.562866
1339,25.20087,11.055039,28.58432,2.6059933,11.834392,4.53529
1340,24.252028,10.519906,27.893045,2.6368785,11.627616,4.5026655
1341,24.077555,10.091825,27.658846,2.5879316,11.762156,4.6717396
1342,23.553734,9.7565775,27.275124,2.5435894,11.673326,4.8049583
1343,23.685701,9.624341,27.332695,2.454554,12.129627,4.720324
1344,23.574387,9.481437,27.21574,2.6292565,12.217153,4.6471024
1345,23.442097,9.406334,27.236507,2.6209495,12.47305,4.445053
1346,23.583492,9.681213,27.297562,2.5034568,12.777676,4.3088784
1347,23.738346,10.157967,27.312784,2.4643471,12.736897,4.171224
1348,23.60743,10.541616,27.201122,2.3333895,12.608565,4.1350894
1349,23.676043,10.71064,27.495565,2.248908,12.429638,4.1163054
1350,23.985785,11.083629,28.00749,2.1498294,12.567614,4.018026
1351,23.82758,11.252721,27.964119,2.0971344,12.429257,4.015312
1352,23.98738,12.008404,28.367474,2.2161126,12.322689,4.3375673
1353,24.016651,12.37838,28.163628,2.2980938,11.972138,4.632006
1354,24.752396,12.924148,28.817636,2.4038317,12.208213,4.9503813
1355,25.641203,13.406712,29.872734,2.519453,12.941555,5.1671157
1356,26.200434,13.700174,30.444988,2.5352514,13.250316,5.411361
1357,25.813549,13.892694,30.543152,2.5860155,13.13489,5.360571
1358,25.268652,14.204116,30.670664,2.7036874,12.908303,5.1333103
1359,24.579983,14.621559,30.690079,2.9084926,12.527306,4.8977942
1360,23.798937,14.703675,30.573423,2.9552412,11.984336,4.667138
1361,23.729763,15.264078,30.997192,2.9013815,12.096366,4.451916
1362,23.465195,15.668134,31.335907,2.9828622,11.96696,4.304694
1363,23.32762,16.195635,31.599976,3.1460528,11.829133,4.2548985
1364,22.724987,16.75527,31.459242,3.307634,11.509941,4.128524
1365,22.444626,17.253344,31.790628,3.5138793,11.406665,4.150174
1366,21.935255,17.143501,31.596413,3.7387083,11.115502,4.119241
1367,21.60263,17.254028,32.116222,3.9660459,11.020479,4.154528
1368,21.03928,17.3367,32.60463,4.0682015,10.737505,4.276413
1369,20.716835,17.34158,33.058735,4.0864897,10.574154,4.3991575
1370,20.10421,17.11424,32.81958,3.9927552,10.400212,4.3734026
1371,19.22764,16.857033,32.658417,3.9969664,10.132879,4.258788
1372,18.627209,16.88211,32.680035,3.9529388,9.813551,4.3329687
1373,19.079947,17.002598,33.31525,3.8855937,10.111058,4.3259954
1374,19.262787,16.699118,33.573444,4.0207815,10.192763,4.319577
1375,20.865007,16.760265,34.788563,4.110784,10.765537,4.920205
1376,21.950335,16.492033,35.079212,4.228035,10.953726,5.261038
1377,23.229713,16.287983,35.984127,4.5757484,11.345183,5.697348
1378,24.978449,16.295311,37.26638,4.640594,12.30103,6.0019054
1379,25.84101,16.064413,37.553917,4.479988,12.691803,6.209936
1380,26.64834,16.100346,38.017666,4.297645,13.011426,6.633001
1381,26.714045,16.410702,37.88422,4.055711,12.96398,6.8267193
1382,25.792,16.415964,37.870586,3.7938921,12.695335,6.6718287
1383,24.812363,16.475565,38.113293,3.8530445,12.393048,6.502564
1384,24.084381,16.665512,37.99651,3.782941,12.146572,6.2288804
1385,23.621975,16.707823,38.302364,3.8628697,12.118352,5.9549184
1386,22.638361,16.24492,37.804394,3.8675048,12.158512,5.7424197
1387,22.179878,15.948771,37.31287,3.8311317,12.113567,5.9702873
1388,21.473185,15.737096,36.205494,3.8262925,11.793487,5.870284
1389,21.058252,15.788773,35.68702,3.9481485,11.642719,5.7271104
1390,20.67629,15.694423,35.20336,3.8179703,11.3219795,5.559401
1391,20.818413,15.777484,35.395763,3.7554293,11.473533,5.3847756
1392,21.901821,15.977823,36.02589,3.5708938,11.874373,5.475885
1393,22.74802,16.254662,36.454147,3.3253956,12.102501,5.730714
1394,22.831139,16.47652,36.88944,3.164724,11.978242,5.766165
1395,23.80373,16.950947,37.586113,2.916931,12.432438,6.2209897
1396,23.77764,17.580885,38.186977,2.6324563,12.895523,6.4523916
1397,23.385006,17.66564,38.058857,2.345752,12.851751,6.820427
1398,23.954195,17.668629,38.475204,2.1646967,13.244747,7.1908174
1399,24.729324,17.907225,39.60527,1.9666146,13.983941,7.2216654
1400,25.179808,17.925268,40.91435,1.8148317,14.234598,7.1939125
1401,25.15823,17.468872,41.049618,1.7002769,13.981464,7.35332
1402,25.060423,16.922646,40.6427,1.7058661,13.4513035,7.500772
1403,25.461676,16.82877,40.519127,1.6503515,13.173687,7.478189
1404,25.898825,16.754803,40.679405,1.6946737,13.101015,7.457122
1405,25.81559,16.45375,40.31957,1.6622939,12.709576,7.3310323
1406,25.905731,16.364702,40.365013,1.6288286,12.848299,7.047106
1407,26.598293,16.677633,40.982204,1.55524,13.484787,6.9952335
1408,27.239426,16.99821,40.898193,1.5029883,13.547955,7.148295
1409,27.14248,16.990923,40.456196,1.5548352,13.241255,7.2513666
1410,26.760357,17.186691,39.971714,1.5367346,12.798191,7.1669765
1411,26.636414,17.543188,39.769016,1.5202523,12.378114,6.9208355
1412,26.414341,17.572378,39.278717,1.4641472,11.90641,6.73557
1413,25.853765,17.437233,39.214424,1.3885821,11.54974,6.4422407
1414,25.906353,17.298574,39.68274,1.344962,11.76634,6.248671
1415,27.36031,17.784416,41.077785,1.4087336,12.916977,6.0738206
1416,27.959791,18.010609,41.80701,1.4496887,13.353647,5.971017
1417,27.68371,17.558916,41.271503,1.5666883,13.406527,5.771328
1418,28.228085,17.936562,41.356766,1.5881853,14.074503,6.253081
1419,28.373787,18.395514,41.187916,1.5501282,14.233168,6.3417306
1420,28.19082,18.982887,41.28303,1.5640546,14.017134,6.346046
1421,27.930758,19.509201,41.264435,1.6564627,13.82878,6.191893
1422,27.610468,19.685843,41.061707,1.7034786,13.471466,6.379599
1423,27.48603,19.236773,40.77423,1.6742887,13.2237,6.591389
1424,27.748865,19.164196,40.894802,1.6422162,13.303942,6.605657
1425,27.030712,18.670254,40.69075,1.6108271,13.079869,6.39678
1426,26.631447,17.847383,40.429493,1.582638,12.944412,6.206122
1427,26.369177,17.188362,40.1113,1.5168837,12.899858,6.2470417
1428,26.31043,16.531605,40.136,1.4336748,12.818038,6.318649
1429,25.664103,15.675327,39.62864,1.4246966,12.472359,6.2588797
1430,25.798685,14.959866,39.401833,1.5985363,12.789811,6.171834
1431,25.79478,14.46353,38.888172,1.6985655,12.688678,6.069471
1432,25.328262,14.359433,38.38459,1.841949,12.439055,5.7691793
1433,24.800053,14.342205,37.705692,1.9603496,12.225404,5.368271
1434,23.892263,14.392948,36.56887,2.1048706,11.918274,4.928589
1435,24.02088,14.326557,35.49362,2.2117023,11.833609,4.7580686
1436,24.511822,14.636694,35.025276,2.239254,12.2412815,4.668701
1437,24.778028,14.686606,34.830566,2.405101,12.23175,4.542671
1438,25.736788,14.843585,35.09255,2.4084156,12.889912,4.4019494
1439,26.114365,14.620898,35.625828,2.3110485,13.278498,4.258269
1440,26.759365,14.35537,36.033695,2.2486527,13.698144,4.1198826
1441,26.74296,14.262841,35.97435,2.2591937,13.701813,4.0386996
1442,26.849617,14.163665,36.298744,2.411411,13.813066,4.1973405
1443,26.22392,13.850024,36.029114,2.503532,13.490639,4.2032523
1444,26.460194,13.488188,36.16826,2.4578793,13.810941,4.2608027
1445,26.624212,13.520033,36.55591,2.4231124,14.174475,4.249041
1446,27.706717,14.776508,38.07292,2.5386555,14.665334,4.908722
1447,28.898783,16.301798,39.83174,2.6976209,15.169373,5.4964123
1448,29.162106,17.281815,40.964264,2.9294186,15.103149,5.861226
1449,29.17227,17.72248,41.44295,3.097786,15.0191,6.067097
1450,29.06486,18.055775,41.61527,3.113673,14.8164425,6.1092286
1451,28.632967,17.72665,41.509476,3.083586,14.45653,6.1970253
1452,27.347229,17.30873,40.50676,2.973029,13.893528,6.153618
1453,26.265972,17.110037,39.12132,2.9662466,13.203014,6.2397447
1454,26.020462,17.431332,38.308933,3.025506,13.25755,6.044633
1455,25.05587,17.75025,37.08031,3.0779765,13.050465,6.2172065
1456,24.901424,18.13536,36.55353,3.175469,13.243426,6.11832
1457,24.335627,17.976358,35.535057,3.0943615,12.999974,6.0128193
1458,23.888937,17.987267,34.849392,3.0051486,12.522433,5.904356
1459,23.144728,17.44696,33.68552,3.1090832,12.008538,5.956226
1460,22.81863,16.938627,32.977665,3.231691,11.498505,5.9985456
1461,22.474384,16.317835,32.64599,3.3658664,10.95288,5.937098
1462,21.886263,15.931927,32.639412,3.4507797,10.407108,5.81518
1463,22.165478,15.976461,32.83934,3.6030016,10.156136,6.466712
1464,23.279242,16.288967,33.69336,3.737391,10.548106,7.211084
1465,25.53176,17.244236,35.824924,4.0128245,12.411856,7.37181
1466,27.25085,18.15359,37.095684,4.1384015,13.418715,7.892211
1467,28.599272,18.293413,37.343678,4.1088667,13.794478,8.798012
1468,29.234835,19.261745,37.96428,4.147087,13.696983,9.717479
1469,30.308332,20.081387,38.843483,4.1131606,13.896146,10.74733
1470,32.03145,20.695786,40.406555,4.31105,15.163876,10.907645
1471,33.081566,21.221497,41.214493,4.474341,15.869497,11.02124
1472,33.822247,21.4932,41.272633,4.55805,16.004171,11.214901
1473,33.836117,21.869888,41.708378,4.5882697,15.827602,11.38317
1474,33.547493,21.848486,42.38964,4.637754,15.269001,11.532528
1475,34.182987,22.145802,43.804283,4.748753,15.903281,11.177484
1476,34.76347,21.643923,44.75483,4.718476,16.817642,11.063213
1477,34.92194,22.43525,44.744297,4.5481024,16.825264,11.161001
1478,35.395466,23.179993,44.73892,4.3584957,16.886028,11.796191
1479,36.116516,23.499352,45.04706,4.014445,17.251743,12.05397
1480,36.41985,24.395288,45.964306,3.9576616,17.25693,11.821351
1481,37.50884,24.660027,47.25216,3.9194088,18.140461,11.652308
1482,37.06148,24.553062,47.165318,3.740676,18.233212,11.3966055
1483,35.888203,24.500053,47.394028,4.3024635,17.86241,11.905513
1484,35.982937,25.092422,48.36823,4.4396334,18.20377,11.679798
1485,35.461044,25.03252,48.637638,4.439797,17.747387,11.042778
1486,34.626823,24.221878,47.8788,4.7988806,16.916567,10.504647
1487,33.532505,23.609875,46.341766,4.832146,15.836135,10.370945
1488,34.17677,25.006645,46.537056,4.6253057,16.891033,11.514629
1489,34.77695,26.28807,47.362907,4.3921094,18.069845,11.484351
1490,34.452736,26.1036,47.51641,4.267881,18.443766,11.281697
1491,33.928806,25.506195,46.33282,4.053336,18.136923,11.153032
1492,34.412296,25.56359,45.89371,3.804197,18.71307,11.35153
1493,35.150246,25.750484,46.652313,3.8149285,19.791023,10.817829
1494,36.034286,25.333551,47.26946,3.7706294,20.647457,10.633702
1495,36.01508,24.819757,47.00919,3.5965228,20.600697,10.366882
1496,36.733727,24.792185,47.712605,3.5669699,21.68037,9.916165
1497,37.026035,23.97157,47.18412,3.4104612,21.531147,9.300963
1498,38.03081,23.629835,47.13277,3.2459097,22.068768,8.623735
1499,38.113583,23.267727,46.85034,3.1897838,21.93195,8.1414995
1500,36.546833,22.37825,45.040478,3.0026982,21.229153,7.434543
1501,34.013954,21.054157,43.038387,2.8480594,19.950182,6.7448583
1502,32.08192,20.812077,41.868755,2.9205332,18.63962,6.0292788
1503,29.894148,20.142654,39.950058,2.876183,17.154497,5.3823743
1504,27.521837,19.345848,37.669716,2.8195157,15.691449,5.0117764
1505,26.110064,18.56252,36.173996,2.6609228,14.932381,4.710476
1506,24.677437,17.615751,34.52641,2.446467,14.102489,4.325969
1507,23.716513,17.00957,32.80566,2.2552702,13.419818,3.9386847
1508,22.329964,16.13884,31.20777,2.0876296,12.620179,3.5851345
1509,20.967846,14.919934,29.63758,1.9459285,11.888818,3.4260085
1510,20.298592,14.274093,28.639606,1.8299071,11.332734,3.2052124
1511,19.799475,14.218019,27.101295,1.6947423,10.827011,3.0683753
1512,19.810791,14.146975,26.747015,1.6427864,10.676987,3.028767
1513,19.367117,14.048434,26.265839,1.5568129,10.49726,2.9412024
1514,19.685776,13.890868,26.25574,1.4978704,10.532424,2.8279593
1515,19.67293,13.75818,25.991558,1.5027784,10.379747,2.8263564
1516,19.24435,13.620249,25.621767,1.5936874,10.225574,2.8000102
1517,18.662264,13.496608,25.453238,1.6938093,10.074756,2.941236
1518,18.580208,13.724563,25.501352,1.931983,9.941634,2.934991
1519,19.244812,14.44584,26.162603,2.1063185,9.759146,3.0861564
1520,19.592316,14.604175,26.21795,2.1374807,9.501722,3.2898426
1521,19.512339,15.057371,26.458887,2.2138495,9.3069,3.407575
1522,19.254982,15.315521,26.625883,2.3167176,9.087921,3.6680298
1523,20.3091,16.785816,27.310045,2.3851979,9.056108,3.767221
1524,21.654873,18.160408,28.258621,2.378004,9.578513,3.9527571
1525,22.566519,19.629835,29.022425,2.3733833,9.904312,3.9165325
1526,22.936699,20.29196,28.970232,2.371201,9.977768,3.9510696
1527,22.427921,20.224909,28.11308,2.3214912,10.051777,4.0344462
1528,21.578403,19.893469,28.504194,2.4811769,10.000343,4.3541093
1529,22.606445,20.065216,28.691587,2.5731275,9.909729,4.597012
1530,23.907795,20.463636,29.529737,2.6221364,10.352755,4.7335
1531,24.335184,20.642822,29.792278,2.640392,10.442349,4.9463954
1532,25.082289,20.832743,30.338581,2.587386,10.76672,5.250413
1533,25.1393,20.50591,30.429897,2.637788,10.837063,5.491758
1534,25.73329,20.274168,31.07352,2.6020749,11.717347,5.633732
1535,26.07504,20.152401,31.74706,2.7106104,12.461136,5.5578866
1536,26.547026,20.445927,32.32076,2.7059047,12.9423895,6.6250615
1537,26.648159,20.417255,32.7799,2.6840894,12.952211,7.319086
1538,26.678797,19.844217,33.33966,2.7972198,13.081252,7.879232
1539,26.333164,19.144548,33.834347,2.894235,12.973758,8.04325
1540,26.48007,18.258947,34.363888,2.9798396,13.129198,8.28259
1541,26.392889,17.74889,35.151833,3.2532272,13.0956955,8.317026
1542,26.379696,16.91997,35.434723,3.4278626,13.016804,8.122927
1543,26.06642,16.782227,35.666496,3.536628,12.662245,7.6962137
1544,26.050776,16.560995,36.00367,3.4374478,12.471323,7.2473354
1545,26.675417,16.54669,36.512856,3.3685613,12.492239,7.2457223
1546,26.733143,16.5449,36.477074,3.321271,12.381264,7.1769743
1547,27.858658,16.342323,36.87657,3.29285,12.999897,7.032009
1548,27.477787,16.022875,36.774494,3.2788436,13.355751,6.949711
1549,27.180717,16.065214,36.48905,3.4753153,13.540852,6.7070045
1550,26.60685,15.827742,35.923492,3.7445555,13.408762,6.3823323
1551,26.098227,15.610534,35.17329,3.889549,13.002253,6.022668
1552,25.184124,15.608254,34.606422,4.1108484,12.532344,5.7055707
1553,25.420652,15.881397,34.63776,4.1957197,12.693089,5.5267076
1554,25.878216,16.402615,34.67108,4.135365,12.747135,5.608258
1555,26.082819,16.785604,34.910572,3.8883967,12.520256,5.4429345
1556,25.9829,16.925287,35.23051,3.7968361,12.192825,5.379141
1557,25.201847,17.82054,35.21498,3.8573265,11.756918,5.2798314
1558,25.157183,18.573792,35.358437,4.1786776,11.701176,5.2138853
1559,25.389631,18.735159,35.521206,4.1501637,11.679029,5.1717424
1560,25.447926,19.195675,36.095844,3.919116,11.467278,5.1467004
1561,25.3315,19.327234,36.22382,3.9891167,11.124483,5.183337
1562,25.347672,19.93815,36.351112,4.1327853,10.804684,5.308162
1563,24.918913,19.956419,36.275017,3.9991024,10.407577,5.4322624
1564,26.026056,19.771477,36.640274,3.8632696,11.013225,5.5513444
1565,25.867487,19.46164,36.662518,3.8394673,11.477423,5.713906
1566,26.587204,19.191813,37.22261,3.8870213,12.332724,5.9500165
1567,26.511164,18.432447,37.37855,4.1437902,12.725609,6.280583
1568,26.69662,17.948105,37.73426,4.125008,13.001785,6.2863646
1569,26.537025,17.854486,38.307632,4.165495,13.088388,6.1438403
1570,26.221087,17.468744,38.54623,4.2370095,12.859368,6.0589185
1571,25.539707,17.247293,38.52429,4.380026,12.385429,5.9128213
1572,24.228163,16.518658,37.818695,4.3331413,12.004624,5.737848
1573,24.509653,16.817354,38.13187,4.2319098,12.645359,5.654122
1574,24.997551,17.085121,38.59883,4.211745,13.134886,5.9086666
1575,25.279675,17.418737,39.19813,4.19001,13.225307,6.082633
1576,25.594671,17.205877,39.401646,4.115519,13.152401,6.7370076
1577,25.728617,16.426853,40.012886,4.123377,12.977943,6.961868
1578,25.910692,15.938338,40.611,3.914821,13.015322,7.0196385
1579,27.153605,15.595123,41.698334,3.795243,14.024475,6.8114886
1580,27.480215,15.282721,41.633087,3.5279818,14.361697,6.6982846
1581,28.204103,14.665949,42.17718,3.442727,15.208759,6.8203826
1582,28.31827,14.148555,42.13602,3.4753354,15.27058,6.9678693
1583,28.362932,13.9073715,42.37994,3.5848095,15.340254,7.0737615
1584,27.492147,13.900148,41.87835,3.5209649,15.322176,7.205934
1585,27.690722,13.997677,41.906574,3.4659617,16.027023,7.347909
1586,27.237846,13.604024,41.62948,3.3103426,15.941088,7.330586
1587,26.014753,13.281083,40.918663,3.3613064,15.574157,7.2683077
1588,24.333265,12.985654,39.679184,3.3257937,15.100708,7.026602
1589,24.013222,12.978833,39.641304,3.1927242,15.338104,7.003048
1590,24.71593,13.4531355,40.344254,3.0056603,15.8561125,7.1131353
1591,25.38172,14.217371,40.75693,2.797802,15.779059,6.9342184
1592,25.95196,15.164289,40.58676,2.544818,15.578526,6.789669
1593,26.028929,15.641824,39.788418,2.3772197,14.966079,6.518936
1594,25.791727,15.665891,38.860283,2.2193868,14.192145,6.094723
1595,26.256292,16.038904,38.910824,2.2180457,14.362614,5.8299584
1596,26.583296,16.405697,39.274757,2.314877,14.379005,5.408819
1597,27.750204,17.228193,39.89912,2.3785603,14.972181,5.5753307
1598,28.297585,17.939497,39.852104,2.3715413,15.0248165,5.8118925
1599,27.903824,18.428873,39.83411,2.3671064,14.820129,6.2704926
1600,27.01744,18.292332,39.694077,2.411052,14.253003,6.351719
1601,27.424364,18.541077,40.03242,2.387349,14.708818,6.3486934
1602,27.434523,18.555298,40.151886,2.2763338,14.847518,6.188469
1603,27.860188,18.670532,40.44706,2.1152267,15.236486,6.0372634
1604,27.725826,18.917204,39.641434,1.9336197,15.0077095,5.946515
1605,27.072134,18.635174,39.1311,1.9718443,14.537364,5.7996783
1606,26.729324,18.805708,38.616978,2.0582063,14.155207,5.7258577
1607,26.145775,19.102694,38.63095,2.1282656,13.51396,5.700641
1608,26.413544,19.390133,38.86841,2.2334201,13.515166,5.610063
1609,26.269037,19.564983,39.09185,2.403016,13.322251,5.3416395
1610,26.709785,19.436367,39.269444,2.5090747,13.586749,5.3225636
1611,26.667702,18.851469,38.72655,2.5706053,13.429496,5.403765
1612,26.262383,18.343405,38.262264,2.5489357,12.971567,5.445348
1613,26.404545,18.390453,38.714993,2.5259159,12.53698,5.8567624
1614,26.745287,18.421831,38.57352,2.4529436,12.042417,5.9288154
1615,26.845137,18.068186,38.61847,2.3523195,11.76025,5.894165
1616,26.431372,18.275223,38.833336,2.2893076,11.440759,5.7407975
1617,25.917952,18.587296,39.23033,2.3001144,11.000206,5.6674404
1618,25.114553,18.355865,39.520607,2.3589895,10.601016,5.3674
1619,25.33635,18.104856,40.085186,2.494217,10.941926,5.1215153
1620,26.019552,17.879604,40.49734,2.6245275,11.420489,4.918189
1621,26.138573,17.50758,40.275795,2.5977283,11.478457,4.705336
1622,26.056828,16.852873,39.766678,2.761597,11.371817,4.4542556
1623,25.584757,16.403257,38.684666,2.83884,11.082029,4.429442
1624,25.823465,16.36108,38.419033,2.9623957,10.92482,4.497479
1625,25.627779,16.003544,37.637978,3.0066488,10.610235,4.843441
1626,24.997335,15.854989,37.457813,3.1009202,10.345707,4.932295
1627,24.759789,15.242852,37.489605,3.1196375,10.444367,5.279452
1628,24.509958,15.151307,37.57464,3.0394878,10.410045,5.4947987
1629,24.605267,14.750304,37.70102,2.952415,10.242074,5.571737
1630,25.27711,14.630166,37.74953,2.8141298,10.239556,5.7073426
1631,26.413593,15.407039,38.850063,2.6517324,10.340902,6.043593
1632,26.661068,16.30292,39.729305,2.6742399,10.383606,6.2142463
1633,26.701113,16.503942,40.1157,2.6680005,10.539012,6.1773205
1634,25.788277,16.188162,39.87993,2.6488945,10.511201,6.161277
1635,24.948812,16.153414,39.446243,2.671734,10.489644,6.153316
1636,24.103214,15.677583,38.41216,2.671245,10.311073,6.1520743
1637,23.502989,15.106985,37.754707,2.706183,10.086513,6.207143
1638,23.844566,15.824889,37.611393,2.7122014,10.403172,6.3505454
1639,23.897745,16.215546,37.287907,2.649386,10.508968,6.43588
1640,24.934023,17.279985,38.246292,2.6442955,11.546984,6.3325534
1641,24.822903,18.105505,38.38641,2.5759842,12.22243,6.4926987
1642,25.999931,19.319231,39.054935,2.5234225,13.496509,6.3283343
1643,29.081827,20.535938,40.565544,2.530561,15.480147,6.508579
1644,30.679104,20.90158,40.96138,2.6233947,16.660286,6.5012107
1645,31.243174,20.385769,41.091515,2.7675736,17.04457,6.8344374
1646,32.785786,20.225903,41.923504,3.1897168,18.295963,7.4254007
1647,34.364918,20.302769,42.974915,3.5152397,19.468882,7.6283712
1648,35.626648,20.593668,43.72199,3.6597905,20.287014,8.105993
